AÑO,DEPARTAMENTO,DEPARTAMENTO,SEXO,Total personas,"IC+- b/
Total personas","Cve c/
Total personas",TOTAL Hogares,Hogares IC+- b/,Hogares Cve c/,,TOTAL Equipos de cómputo,Equipos de cómputo IC+-,Equipos de cómputo Cve,Equipos de cómputoProporción,,TOTAL Hogares con internet,Hogares con internetIC+-,Hogares con internet Cve,Hogares con internet Proporción,,Total Uso computador portátil en cualquier lugar,"Total IC+-
Usó computador portátil en cualquier lugar","Cve
Usó computador portátil en cualquier lugar","Proporción 
Usó computador portátil en cualquier lugar",,Total Uso computador en cualquier lugar,"Total IC+-
Usó computador en cualquier lugar","Cve
Usó computador en cualquier lugar","Proporción 
Usó computador en cualquier lugar",,Total Usó Internet en cualquier lugar y desde cualquier dispositivo,"IC+- 
Usó Internet en cualquier lugar y desde cualquier dispositivo","CVe
Usó Internet en cualquier lugar y desde cualquier dispositivo","Proporción
Usó Internet en cualquier lugar y desde cualquier dispositivo",,"Total 
Usó teléfono celular en cualquier lugar","IC+- 
Usó teléfono celular en cualquier lugar","CVe
Usó teléfono celular en cualquier lugar","Proporción
Usó teléfono celular en cualquier lugar",,,"TOTAL
Tiene teléfono celular","IC+-
Tiene teléfono celular","Cve
Tiene teléfono celular","Proporción
Tiene teléfono celular",,,"TOTAL
Tiene teléfono celular inteligente (smartphone)","IC+-
Tiene teléfono celular inteligente (smartphone)","Cve
Tiene teléfono celular inteligente (smartphone)","Proporción
Tiene teléfono celular inteligente (smartphone)",,TOTAL Pnas usan computador o internet,Pnas usan computador o internet IC+- b/,Pnas usan computador o internet Cve c/,proporción usan computador,,Usan procesadores texto TOTAL,Usan procesadores texto IC+-,Usan procesadores texto Cve,Usan procesadores texto Proporción,,Usan mails y adjuntos TOTAL,Usan mails y adjuntos IC+-,Usan mails y adjuntos Cve,Usan mails y adjuntos Proporción,,Instala dispositivos TOTAL,Instala dispositivos IC+-,Instala dispositivos Cve,Instala dispositivos Proporción,,Usa formulación hojas cálculo TOTAL,Usa formulación hojas cálculo IC+-,Usa formulación hojas cálculo Cve,Usa formulación hojas cálculo Proporción,,Crea PPTs TOTAL,Crea PPTs IC+-,Crea PPTs Cve,Crea PPTs Proporción,,Usa lenguaje programación TOTAL,Usa lenguaje programación IC+-,Usa lenguaje programación Cve,Usa lenguaje programación Proporción
,,CABECERA,TOTAL,674,72,"5,5",258,26,5,,106,15,7.1,40.9,,180,20,5.7,69.8,,173,27,"8,1","25,6",,286,37,"6,6","42,4",,513,58,"5,8","76,2",,624,67,"5,5","92,6",,,547,58,"5,4","81,2",,,472,51,"5,5","86,3",,286,37,"6,6","42,4",,327,40,"6,2","63,4",,292,37,"6,4","56,7",,231,32,7,"44,8",,213,29,"7,1","41,3",,197,28,"7,2","38,1",,55,16,"15,1","10,7"
,,,HOMBRE,316,36,"5,8",,,,,,,,,,,,,,,86,14,"8,5","27,2",,141,20,"7,1","44,6",,250,30,"6,1","78,9",,291,33,"5,9","91,9",,,253,29,"5,8",80,,,221,26,"5,9","87,2",,141,20,"7,1","44,6",,159,21,"6,7","63,4",,143,19,"6,9",57,,116,17,"7,7","46,1",,104,17,"8,1","41,4",,95,15,"8,2","37,8",,33,10,15,"13,1"
,,,MUJER,357,38,"5,5",,,,,,,,,,,,,,,87,15,"8,7","24,2",,144,19,"6,7","40,4",,264,30,"5,8","73,8",,333,36,"5,5","93,2",,,294,31,"5,4","82,2",,,251,27,"5,6","85,6",,144,19,"6,7","40,4",,168,21,"6,5","63,4",,149,19,"6,6","56,5",,115,17,"7,3","43,6",,109,15,"7,1","41,3",,102,15,"7,4","38,5",,22,8,"18,6","8,4"
,,CENTROS POBLADOS Y RURAL DISPERSO,TOTAL,842,52,"3,2",330,22,3,,23,5,11.7,7.0,,132,14,5.4,39.9,,41,8,"10,2","4,9",,116,14,"6,1","13,8",,422,37,"4,5","50,1",,711,48,"3,4","84,5",,,546,39,"3,6","64,8",,,394,31,4,"72,1",,116,14,"6,1","13,8",,152,18,"6,1","35,7",,143,18,"6,3","33,8",,84,11,7,"19,8",,68,10,"7,7","16,1",,69,10,"7,3","16,3",,8,3,"17,6",2
,,,HOMBRE,418,26,"3,2",,,,,,,,,,,,,,,18,5,"13,3","4,3",,56,9,"7,8","13,3",,215,19,"4,5","51,4",,351,24,"3,5",84,,,282,21,"3,7","67,5",,,202,17,"4,3","71,5",,56,9,"7,8","13,3",,75,10,"6,8","34,7",,71,10,"7,2","32,7",,44,7,8,"20,2",,34,6,"9,3","15,7",,34,6,"9,5","15,6",,5,2,"22,5","2,4"
,,,MUJER,424,28,"3,4",,,,,,,,,,,,,,,23,5,12,"5,5",,61,9,"7,2","14,3",,208,20,"4,9",49,,360,25,"3,6",85,,,264,20,4,"62,2",,,192,16,"4,3","72,7",,61,9,"7,2","14,3",,77,11,"7,1","36,8",,73,10,7,"34,9",,40,7,"8,6","19,4",,34,6,9,"16,5",,35,6,"8,2",17,,3,2,"28,5","1,5"
,NORTE DE SANTANDER,TOTAL,TOTAL,1530,59,2,504,20,2,,134,18,6.8,26.7,,283,20,3.5,56.1,,220,32,"7,5","14,4",,415,41,5,"27,2",,1110,52,"2,4","72,6",,1389,57,"2,1","90,8",,,1135,48,"2,2","74,2",,,991,46,"2,4","87,3",,415,41,5,"27,2",,652,49,"3,9","58,4",,641,47,"3,8","57,3",,331,35,"5,4","29,6",,312,34,"5,5","27,9",,345,32,"4,8","30,9",,55,11,"10,2",5
,,,HOMBRE,754,31,"2,1",,,,,,,,,,,,,,,104,17,"8,1","13,8",,201,23,"5,7","26,7",,536,27,"2,6","71,1",,683,30,"2,3","90,5",,,544,26,"2,5","72,2",,,465,24,"2,7","85,3",,201,23,"5,7","26,7",,313,26,"4,2","58,1",,306,26,"4,3","56,8",,162,20,"6,2",30,,145,18,"6,4","26,8",,156,17,"5,7","28,9",,33,8,"12,8","6,1"
,,,MUJER,775,31,"2,1",,,,,,,,,,,,,,,116,18,8,15,,214,21,"5,1","27,6",,574,30,"2,6",74,,706,30,"2,2","91,1",,,590,26,"2,2","76,1",,,526,26,"2,5","89,2",,214,21,"5,1","27,6",,339,27,"4,1","58,6",,334,26,"3,9","57,8",,169,19,"5,8","29,2",,167,19,"5,8","28,9",,189,19,"5,2","32,7",,22,5,"12,4","3,9"
,,CABECERA,TOTAL,1224,73,"3,1",407,23,3,,130,18,7.0,31.9,,241,20,4.2,59.1,,200,32,"8,2","16,3",,379,41,"5,6","30,9",,940,58,"3,2","76,8",,1131,68,"3,1","92,3",,,948,57,3,"77,4",,,843,51,"3,1",89,,379,41,"5,6","30,9",,605,50,"4,2","64,1",,598,48,"4,1","63,4",,308,35,"5,8","32,6",,298,34,"5,8","31,6",,327,32,5,"34,7",,54,11,"10,5","5,7"
,,,HOMBRE,592,39,"3,3",,,,,,,,,,,,,,,95,17,"8,9",16,,185,23,"6,3","31,2",,450,30,"3,5",76,,546,36,"3,4","92,3",,,446,30,"3,4","75,4",,,389,27,"3,5","87,3",,185,23,"6,3","31,2",,294,26,"4,5",65,,287,26,"4,6","63,6",,151,20,"6,7","33,5",,139,18,"6,7","30,8",,150,17,6,"33,2",,32,8,13,"7,1"
,,,MUJER,633,38,"3,1",,,,,,,,,,,,,,,105,18,"8,8","16,6",,194,22,"5,7","30,7",,490,32,"3,3","77,5",,584,35,"3,1","92,4",,,501,30,"3,1","79,2",,,454,28,"3,2","90,6",,194,22,"5,7","30,7",,312,28,"4,5","63,3",,311,26,"4,3","63,1",,157,19,"6,3","31,8",,159,19,"6,1","32,3",,178,19,"5,5","36,1",,22,5,"12,6","4,4"
,,CENTROS POBLADOS Y RURAL DISPERSO,TOTAL,305,38,"6,4",96,11,6,,5,2,18.4,4.7,,42,6,6.8,43.4,,20,4,"10,8","6,6",,37,6,"8,6",12,,170,22,"6,7","55,8",,258,33,"6,5","84,6",,,187,24,"6,5","61,2",,,147,19,"6,6","78,9",,37,6,"8,6",12,,47,8,"8,8",27,,42,7,"8,5","24,4",,23,5,11,"13,1",,14,3,"11,1","7,9",,17,4,"10,5",10,,1,1,"38,3","0,8"
,,,HOMBRE,163,20,"6,4",,,,,,,,,,,,,,,9,2,13,"5,7",,16,3,"10,3","10,1",,87,12,"6,9","53,2",,137,17,"6,5",84,,,98,13,"6,7","60,4",,,75,10,"6,9","76,5",,16,3,"10,3","10,1",,20,4,"9,9","22,3",,19,4,"10,2","21,8",,10,3,"12,5","11,8",,6,2,"14,5","6,4",,6,2,"14,3","7,1",,1,1,"38,7","0,8"
,,,MUJER,143,19,"6,7",,,,,,,,,,,,,,,11,3,"12,6","7,7",,20,4,"9,3","14,1",,84,12,"7,1","58,8",,122,16,"6,7","85,2",,,89,12,"6,8","62,2",,,72,10,7,"81,5",,20,4,"9,3","14,1",,27,5,"9,7","31,8",,23,4,"9,8","27,1",,12,3,12,"14,5",,8,2,"14,5","9,5",,11,3,"12,1",13,,1,1,"66,2","0,9"
,PUTUMAYO,TOTAL,TOTAL,339,7,1,151,4,1,,22,3,7.2,14.4,,58,5,4.6,38.7,,39,6,"7,3","11,5",,71,7,"4,8","20,9",,175,10,3,"51,5",,284,7,"1,3","83,8",,,228,7,"1,6","67,2",,,174,8,"2,4","76,2",,71,7,"4,8","20,9",,81,7,"4,4",46,,65,6,5,"36,7",,38,5,"6,3","21,7",,32,4,"6,2","18,4",,32,4,6,"18,1",,3,1,"14,3","1,9"
,,,HOMBRE,170,3,1,,,,,,,,,,,,,,,20,3,"8,4","11,6",,35,4,"5,5","20,9",,85,6,"3,4","50,2",,142,4,"1,4","83,3",,,113,4,"1,7","66,6",,,84,5,3,"73,8",,35,4,"5,5","20,9",,40,4,"5,4","46,4",,31,4,"6,2","36,2",,19,3,"7,8","22,3",,17,3,"7,8","19,2",,16,2,"7,5","18,5",,2,1,19,2
,,,MUJER,169,4,"1,1",,,,,,,,,,,,,,,19,3,"7,3","11,3",,36,3,5,21,,89,5,"3,1","52,8",,143,4,"1,5","84,3",,,115,4,"1,7","67,7",,,90,4,"2,4","78,7",,36,3,5,21,,41,4,"4,5","45,6",,34,3,"4,9","37,2",,19,2,"6,5","21,2",,16,2,"6,6","17,6",,16,2,"6,4","17,7",,2,1,19,"1,8"
,,CABECERA,TOTAL,176,23,"6,6",80,11,7,,18,3,9.2,22.0,,41,6,7.6,51.9,,29,6,"10,4","16,2",,50,8,"8,1","28,3",,114,16,"7,1","64,8",,160,21,"6,6","90,6",,,133,17,"6,6","75,7",,,109,14,"6,8","81,4",,50,8,"8,1","28,3",,54,9,"8,4",47,,48,8,"8,1","41,4",,28,5,"9,8","23,9",,23,4,"9,5","19,8",,22,4,"9,4","19,5",,2,1,"17,5",2
,,,HOMBRE,85,12,7,,,,,,,,,,,,,,,15,3,"11,5","17,2",,24,4,"9,1","28,5",,55,8,"7,5","64,9",,76,10,"7,1","89,3",,,63,9,"7,1","74,3",,,51,7,"7,5","81,3",,24,4,"9,1","28,5",,27,5,"9,3","48,4",,23,4,"9,3","41,7",,14,3,"11,6","24,8",,11,3,"11,4","20,6",,11,2,"11,2","19,8",,1,1,"23,8","2,2"
,,,MUJER,92,12,"6,5",,,,,,,,,,,,,,,14,3,"10,3","15,3",,26,4,8,"28,1",,59,8,7,"64,8",,84,11,"6,5","91,8",,,71,9,"6,4",77,,,57,7,"6,6","81,5",,26,4,8,"28,1",,27,4,"8,2","45,7",,25,4,"7,9","41,1",,14,3,"9,7","23,1",,11,2,"9,9","19,1",,12,2,"9,7","19,2",,1,1,"24,2","1,8"
,,CENTROS POBLADOS Y RURAL DISPERSO,TOTAL,163,21,"6,7",71,9,7,,4,1,16.6,5.8,,17,3,9.6,23.8,,10,3,"14,7","6,3",,21,4,"10,8","12,9",,61,10,"8,1","37,1",,125,18,"7,3","76,5",,,95,13,"7,2","57,9",,,65,10,"8,1",69,,21,4,"10,8","12,9",,27,5,"9,9","44,2",,17,3,10,28,,11,3,"12,3","17,6",,10,2,"11,7","15,6",,10,2,"11,7","15,6",,1,1,"29,5","1,7"
,,,HOMBRE,85,11,"6,5",,,,,,,,,,,,,,,5,2,"16,5",6,,11,3,"11,6","13,3",,30,5,"8,4","35,6",,66,9,7,"77,3",,,51,7,"7,1","59,1",,,33,5,"8,2","64,5",,11,3,"11,6","13,3",,13,3,"10,7","42,9",,8,2,"11,7","26,5",,6,2,"13,8","17,8",,5,1,"13,9","16,6",,5,1,"13,6","16,4",,1,0,"34,5","1,7"
,,,MUJER,78,11,"7,2",,,,,,,,,,,,,,,5,2,"15,8","6,7",,10,2,"11,5","12,6",,30,5,"8,5","38,7",,59,9,"7,8","75,5",,,44,7,"7,9","56,7",,,33,5,"8,5","74,2",,10,2,"11,5","12,6",,14,3,"10,8","45,5",,9,2,"11,1","29,5",,5,1,"14,2","17,4",,4,1,"12,4","14,6",,5,1,"12,8","14,7",,1,0,"35,1","1,8"
,QUINDÍO,TOTAL,TOTAL,542,39,"3,7",204,13,3,,81,10,6.1,39.7,,142,12,4.2,69.8,,115,16,"6,9","21,2",,179,19,"5,4","33,1",,416,32,"3,9","76,8",,509,37,"3,7","93,8",,,466,34,"3,7",86,,,398,29,"3,8","85,3",,179,19,"5,4","33,1",,209,19,"4,6","49,9",,229,22,"4,9","54,7",,150,15,"5,1","35,8",,116,13,"5,7","27,6",,123,14,6,"29,4",,46,8,"8,8",11
,,,HOMBRE,261,20,"3,9",,,,,,,,,,,,,,,54,8,"7,4","20,6",,85,10,6,"32,6",,193,16,"4,1","74,2",,240,18,"3,9",92,,,219,17,"3,9","84,1",,,185,15,"4,1","84,5",,85,10,6,"32,6",,100,10,5,"51,2",,110,11,5,"56,4",,75,8,"5,7","38,6",,57,7,"6,4","29,3",,58,8,7,30,,23,5,"10,4",12
,,,MUJER,282,21,"3,8",,,,,,,,,,,,,,,61,9,"7,8","21,7",,94,11,"5,9","33,5",,223,18,"4,1","79,1",,269,20,"3,8","95,5",,,247,19,"3,9","87,8",,,212,16,"3,9",86,,94,11,"5,9","33,5",,109,11,"5,2","48,7",,119,13,"5,5","53,1",,75,9,"5,8","33,4",,58,7,"6,4","26,2",,65,8,"6,4","28,9",,23,5,"10,1","10,2"
,,CABECERA,TOTAL,478,43,"4,6",179,15,4,,76,10,6.7,42.3,,130,13,4.9,72.4,,106,16,"7,7","22,1",,165,20,"6,1","34,6",,376,35,"4,7","78,6",,451,40,"4,6","94,4",,,415,37,"4,6","86,7",,,353,32,"4,7","85,1",,165,20,"6,1","34,6",,189,20,"5,4",50,,209,23,"5,6","55,3",,135,16,"5,9","35,9",,105,13,"6,5","27,8",,112,15,"6,8","29,6",,43,8,"9,4","11,5"
,,,HOMBRE,226,22,5,,,,,,,,,,,,,,,49,8,"8,3","21,7",,78,10,"6,8","34,4",,173,17,5,"76,4",,209,20,"4,9","92,5",,,191,19,"4,9","84,6",,,162,16,"5,2","84,6",,78,10,"6,8","34,4",,90,10,"5,9","51,5",,99,11,"5,9","57,1",,67,9,"6,7","38,7",,51,7,"7,3","29,5",,52,8,8,"30,1",,22,5,"11,4","12,4"
,,,MUJER,252,23,"4,6",,,,,,,,,,,,,,,57,9,"8,5","22,6",,88,11,"6,5","34,7",,203,19,"4,8","80,6",,242,22,"4,6","96,1",,,223,20,"4,6","88,6",,,191,17,"4,7","85,5",,88,11,"6,5","34,7",,99,11,"5,9","48,7",,109,13,"6,2","53,7",,68,9,"6,6","33,4",,53,7,"7,2","26,3",,59,8,"7,1","29,2",,22,5,"10,6","10,8"
,,CENTROS POBLADOS Y RURAL DISPERSO,TOTAL,64,15,"12,1",25,5,11,,5,1,14.5,21.1,,13,3,12.4,50.9,,9,3,"16,1","14,1",,14,4,"14,8","21,9",,40,10,"12,7","63,3",,57,14,"12,1","89,8",,,52,12,"12,1","80,6",,,45,11,"12,3","86,5",,14,4,"14,8","21,9",,20,5,"13,2","49,1",,20,5,"13,1","48,9",,15,4,"13,6","35,5",,11,3,"14,3","26,3",,11,3,"14,3","28,1",,3,1,"17,5","6,4"
,,,HOMBRE,35,8,"12,1",,,,,,,,,,,,,,,5,2,"16,1","13,8",,7,2,15,"20,9",,21,5,"12,8","60,1",,31,7,"12,1","88,9",,,28,7,"12,1","80,5",,,23,6,"12,3","83,4",,7,2,15,"20,9",,10,3,"13,4","49,4",,11,3,"13,4","50,6",,8,2,"13,7","37,5",,6,2,"14,6","27,4",,6,2,"14,8","29,4",,2,1,"18,2","8,3"
,,,MUJER,29,7,"12,5",,,,,,,,,,,,,,,4,2,"17,9","14,5",,7,2,"15,7","23,1",,20,5,13,67,,27,7,"12,5","90,8",,,24,6,"12,5","80,8",,,21,5,"12,6","90,2",,7,2,"15,7","23,1",,10,3,"13,9","48,8",,9,2,"13,5",47,,7,2,"14,6","33,4",,5,1,15,"25,3",,5,2,"15,1","26,7",,1,0,"21,6","4,4"
,RISARALDA,TOTAL,TOTAL,930,69,"3,8",341,25,4,,125,18,7.4,36.6,,217,22,5.1,63.7,,204,34,"8,5","21,9",,296,40,"6,9","31,8",,678,63,"4,7",73,,847,66,4,"91,1",,,767,60,4,"82,5",,,657,55,"4,3","85,6",,296,40,"6,9","31,8",,396,44,"5,7",58,,372,41,"5,6","54,5",,279,37,"6,7","40,8",,238,34,"7,3","34,9",,209,31,"7,6","30,7",,83,20,"12,2","12,2"
,,,HOMBRE,440,33,"3,8",,,,,,,,,,,,,,,100,17,"8,6","22,7",,141,20,"7,1","32,1",,318,31,"4,9","72,2",,397,31,4,"90,3",,,359,29,"4,1","81,6",,,305,27,"4,5","84,9",,141,20,"7,1","32,1",,189,23,"6,1","59,1",,179,21,6,56,,137,19,7,43,,119,18,"7,7","37,2",,103,16,"8,1","32,3",,47,11,"12,1","14,6"
,,,MUJER,489,38,4,,,,,,,,,,,,,,,104,19,"9,4","21,2",,155,22,"7,3","31,6",,361,34,"4,8","73,7",,449,36,"4,1","91,8",,,408,33,"4,1","83,4",,,351,30,"4,4","86,1",,155,22,"7,3","31,6",,207,25,6,"57,1",,193,23,6,"53,1",,141,20,"7,2","38,9",,120,18,"7,8","32,9",,106,17,"8,1","29,2",,37,10,"14,7",10
,,CABECERA,TOTAL,751,79,"5,4",280,29,5,,116,19,8.1,41.5,,195,23,6.1,69.6,,181,35,"9,8",24,,263,41,8,35,,589,68,"5,9","78,4",,692,74,"5,5","92,2",,,637,67,"5,4","84,7",,,554,62,"5,7","87,1",,263,41,8,35,,360,47,"6,7","60,8",,329,44,"6,8","55,7",,255,38,"7,6","43,1",,221,35,"8,1","37,3",,191,32,"8,5","32,2",,76,20,"13,5","12,8"
,,,HOMBRE,347,38,"5,6",,,,,,,,,,,,,,,88,17,"9,9","25,4",,124,20,"8,3","35,8",,272,33,"6,2","78,4",,318,36,"5,7","91,5",,,292,33,"5,7",84,,,253,30,"6,1","86,8",,124,20,"8,3","35,8",,170,24,"7,2","62,1",,157,22,"7,2","57,4",,124,20,"8,1","45,6",,109,18,"8,6",40,,94,17,"9,2","34,3",,42,11,"13,4","15,5"
,,,MUJER,404,43,"5,4",,,,,,,,,,,,,,,93,19,"10,6","22,9",,139,23,"8,4","34,3",,317,36,"5,9","78,3",,375,40,"5,5","92,7",,,345,36,"5,4","85,3",,,301,33,"5,7","87,3",,139,23,"8,4","34,3",,190,26,"6,9","59,7",,173,24,7,"54,2",,130,21,"8,1","40,9",,111,19,"8,5",35,,97,17,"9,1","30,5",,34,11,16,"10,5"
,,CENTROS POBLADOS Y RURAL DISPERSO,TOTAL,178,25,"7,2",61,8,7,,9,3,16.3,13.9,,22,4,9.5,36.6,,23,6,"13,8",13,,33,8,"12,3","18,6",,89,16,"8,9","50,1",,155,23,"7,6","86,6",,,131,19,"7,5","73,4",,,102,16,"8,1","78,2",,33,8,"12,3","18,6",,36,8,"11,6","39,7",,43,9,"11,1","46,5",,24,6,"12,7","26,3",,18,5,"14,8","19,4",,19,5,"13,9","20,6",,7,3,"18,7",8
,,,HOMBRE,93,13,"7,3",,,,,,,,,,,,,,,12,4,15,"12,9",,17,4,"13,2","18,4",,45,8,"8,9","48,8",,80,12,"7,6","85,7",,,68,10,"7,7","72,7",,,52,9,"8,4","76,7",,17,4,"13,2","18,4",,19,4,12,"40,9",,22,5,"11,5","47,7",,13,3,"13,5",28,,9,3,"16,5","20,3",,10,3,"15,6",21,,4,2,20,"9,5"
,,,MUJER,85,13,"7,5",,,,,,,,,,,,,,,11,3,"13,7","13,2",,16,4,"12,4","18,9",,44,8,"9,1","51,6",,75,11,"7,8","87,6",,,63,9,"7,7",74,,,50,8,"8,2","79,8",,16,4,"12,4","18,9",,17,4,"11,9","38,4",,20,5,"11,4","45,2",,11,3,"12,9","24,5",,8,2,"14,4","18,4",,9,2,"13,5","20,2",,3,1,"19,5","6,5"
,SAN ANDRÉS,TOTAL,TOTAL,40,4,"5,5",16,1,4,,5,1,8.0,32.5,,8,1,7.2,49.0,,8,1,"8,7","21,3",,13,2,"7,3","33,7",,28,3,6,"70,7",,35,4,"5,4","88,3",,,31,3,"5,2","79,3",,,28,3,"5,5","89,9",,13,2,"7,3","33,7",,14,2,"6,9",50,,15,2,"8,2","52,4",,8,1,"9,2","28,8",,8,1,"9,3","27,8",,7,1,"9,9","23,5",,5,1,"12,5",16
,,,HOMBRE,19,2,"5,9",,,,,,,,,,,,,,,4,1,"9,6","20,3",,6,1,8,"30,9",,13,2,"6,8","68,8",,17,2,"5,8","87,5",,,15,2,"5,6","77,1",,,13,2,"6,1","87,5",,6,1,8,"30,9",,6,1,"7,7",46,,7,1,"9,2","49,4",,3,1,"10,8",26,,3,1,"10,8","24,9",,3,1,"11,2","21,9",,2,1,14,"14,8"
,,,MUJER,21,2,"5,8",,,,,,,,,,,,,,,5,1,"9,6","22,3",,7,1,"8,1","36,3",,15,2,"6,1","72,5",,18,2,"5,7","89,1",,,17,2,"5,6","81,3",,,15,2,"5,7",92,,7,1,"8,1","36,3",,8,1,"7,7","53,4",,8,1,"8,3","55,1",,5,1,"9,9","31,2",,5,1,"10,3","30,3",,4,1,"11,2","24,8",,3,1,"14,2","17,1"
,,CABECERA,TOTAL,40,4,"5,5",16,1,4,,5,1,8.0,32.5,,8,1,7.2,49.0,,8,1,"8,7","21,3",,13,2,"7,3","33,7",,28,3,6,"70,7",,35,4,"5,4","88,3",,,31,3,"5,2","79,3",,,28,3,"5,5","89,9",,13,2,"7,3","33,7",,14,2,"6,9",50,,15,2,"8,2","52,4",,8,1,"9,2","28,8",,8,1,"9,3","27,8",,7,1,"9,9","23,5",,5,1,"12,5",16
,,,HOMBRE,19,2,"5,9",,,,,,,,,,,,,,,4,1,"9,6","20,3",,6,1,8,"30,9",,13,2,"6,8","68,8",,17,2,"5,8","87,5",,,15,2,"5,6","77,1",,,13,2,"6,1","87,5",,6,1,8,"30,9",,6,1,"7,7",46,,7,1,"9,2","49,4",,3,1,"10,8",26,,3,1,"10,8","24,9",,3,1,"11,2","21,9",,2,1,14,"14,8"
,,,MUJER,21,2,"5,8",,,,,,,,,,,,,,,5,1,"9,6","22,3",,7,1,"8,1","36,3",,15,2,"6,1","72,5",,18,2,"5,7","89,1",,,17,2,"5,6","81,3",,,15,2,"5,7",92,,7,1,"8,1","36,3",,8,1,"7,7","53,4",,8,1,"8,3","55,1",,5,1,"9,9","31,2",,5,1,"10,3","30,3",,4,1,"11,2","24,8",,3,1,"14,2","17,1"
,SANTANDER,TOTAL,TOTAL,2177,65,"1,5",786,26,2,,280,30,5.5,35.6,,508,30,3.0,64.6,,398,54,7,"18,3",,693,65,"4,8","31,8",,1662,68,"2,1","76,3",,1997,63,"1,6","91,7",,,1703,55,"1,6","78,2",,,1515,58,"1,9",89,,693,65,"4,8","31,8",,851,60,"3,6","51,1",,788,61,4,"47,3",,561,61,"5,6","33,6",,521,58,"5,6","31,3",,504,57,"5,8","30,3",,155,32,"10,5","9,3"
,,,HOMBRE,1066,33,"1,6",,,,,,,,,,,,,,,192,29,"7,8",18,,334,35,"5,4","31,3",,791,33,"2,2","74,2",,968,32,"1,7","90,9",,,822,28,"1,8","77,2",,,712,30,"2,1","86,6",,334,35,"5,4","31,3",,405,30,"3,8",51,,375,32,"4,4","47,3",,267,31,"5,9","33,6",,244,29,"6,1","30,8",,237,29,"6,2","29,8",,85,18,"10,7","10,7"
,,,MUJER,1112,35,"1,6",,,,,,,,,,,,,,,206,29,"7,1","18,5",,360,34,"4,8","32,4",,871,38,"2,3","78,4",,1029,35,"1,7","92,5",,,880,31,"1,8","79,2",,,803,32,2,"91,2",,360,34,"4,8","32,4",,446,34,"3,8","51,1",,413,33,"4,1","47,2",,294,34,"5,9","33,6",,277,32,"5,9","31,7",,268,33,"6,2","30,6",,69,16,"11,6","7,9"
,,CABECERA,TOTAL,1688,97,"2,9",611,37,3,,270,30,5.7,44.2,,444,33,3.8,72.7,,385,55,"7,3","22,8",,645,66,"5,2","38,2",,1389,87,"3,2","82,3",,1574,92,3,"93,2",,,1353,78,"2,9","80,1",,,1255,75,3,"92,8",,645,66,"5,2","38,2",,744,64,"4,4","53,4",,710,65,"4,7",51,,540,62,"5,9","38,8",,498,58,6,"35,8",,485,58,"6,1","34,9",,152,32,"10,7","10,9"
,,,HOMBRE,805,51,"3,2",,,,,,,,,,,,,,,186,29,"8,1","23,1",,309,36,6,"38,4",,652,44,"3,4",81,,746,48,"3,3","92,6",,,637,41,"3,3","79,2",,,584,39,"3,4","91,6",,309,36,6,"38,4",,351,33,"4,7","53,8",,334,34,"5,2","51,1",,255,31,"6,3",39,,232,30,"6,5","35,6",,227,29,"6,6","34,7",,84,18,"10,9","12,8"
,,,MUJER,884,49,"2,8",,,,,,,,,,,,,,,199,29,"7,4","22,5",,336,34,"5,2",38,,737,47,"3,3","83,5",,828,48,"2,9","93,7",,,716,40,"2,9",81,,,672,40,3,"93,8",,336,34,"5,2",38,,393,36,"4,6","53,1",,376,35,"4,7","50,9",,285,34,"6,1","38,6",,266,32,"6,2",36,,259,33,"6,5",35,,68,16,"11,8","9,2"
,,CENTROS POBLADOS Y RURAL DISPERSO,TOTAL,489,69,"7,2",174,23,7,,10,3,16.6,5.5,,63,11,9.1,36.2,,13,4,"14,7","2,6",,48,10,"10,7","9,9",,273,43,8,"55,8",,423,60,"7,2","86,6",,,350,50,"7,3","71,5",,,259,40,"7,8","74,2",,48,10,"10,7","9,9",,108,19,"9,1","39,1",,78,14,"9,5","28,4",,21,5,"12,7","7,6",,23,5,"11,7","8,4",,19,5,"12,1","6,9",,3,1,"26,2",1
,,,HOMBRE,261,37,"7,3",,,,,,,,,,,,,,,6,2,"18,5","2,3",,24,6,"12,4","9,4",,139,23,"8,4","53,4",,223,32,"7,4","85,4",,,185,27,"7,5","70,9",,,128,21,"8,3","69,5",,24,6,"12,4","9,4",,54,11,"10,3","38,4",,42,9,"10,7","29,9",,12,4,"14,8","8,7",,12,3,"14,4","8,7",,10,3,"15,7","7,1",,1,1,"31,9",1
,,,MUJER,228,33,"7,4",,,,,,,,,,,,,,,7,2,"18,6",3,,24,6,"11,8","10,5",,134,21,"8,2","58,6",,201,29,"7,4",88,,,165,24,"7,5","72,2",,,131,20,8,"79,5",,24,6,"11,8","10,5",,54,10,"9,8","39,8",,36,8,"10,6",27,,9,3,16,"6,5",,11,3,"14,7",8,,9,3,"15,4","6,6",,1,1,"32,2",1
,SUCRE,TOTAL,TOTAL,895,48,"2,7",285,14,3,,51,9,8.7,17.9,,121,11,4.7,42.4,,128,18,"7,1","14,3",,208,24,"5,9","23,3",,525,41,4,"58,7",,784,45,"2,9","87,6",,,564,35,"3,2",63,,,463,34,"3,7","82,1",,208,24,"5,9","23,3",,268,26,5,"50,6",,271,30,"5,7","51,1",,147,19,"6,5","27,8",,101,14,7,"19,1",,100,16,"8,2","18,9",,16,4,"13,3",3
